Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Aug-14,05:00,82.8,47.8,130.6,17.7,19.3,10.7,3,18.1,28.4,43.7,23.3,14.3,9.2,4.5
Aug-14,06:00,103.8,53.5,157.2,18.1,21.3,10.9,3.6,25.2,31.2,54.1,23.6,14.8,10,4.6
Aug-14,07:00,98.4,51.4,149.7,21.3,21.2,11.2,4,29.8,31.4,59.9,27.5,16,10,4.8
Aug-14,08:00,91.7,49.1,140.8,25.2,21,9.7,3.8,24.2,28.4,51.7,34.4,15,9.6,4.6
Aug-14,09:00,82.2,47.1,129.3,28.8,19.1,9,3.9,18.7,25.3,43.1,41.1,13,9.2,4.5
Aug-14,10:00,76.2,46.2,122.4,31.5,18.7,8.8,3.5,17.5,23.4,40.3,45.8,13.2,8.6,4.4
Aug-14,11:00,73.5,46.2,119.7,33.9,18.5,8.4,3.5,16.3,22.6,38.5,49.9,13.6,8.2,4.2
Aug-14,12:00,70.7,46.6,117.3,35.8,19,9,3.5,14.4,22,35.2,53.5,14.6,8.7,4.6
Aug-14,13:00,68.9,47.9,116.7,37.6,19.4,9.6,3.4,13.5,22.2,34.6,56.4,15.1,8.9,4.1
Aug-14,14:00,67.7,49.3,117,38.1,18.6,9.6,3.4,13.4,23.1,34.8,57.2,14.6,8.9,3.9
Aug-14,15:00,64.9,49.4,114.3,37.7,18.6,8.9,3.2,12.1,23.4,33.7,57,14.3,8.9,3.9
Aug-14,16:00,63.6,50,113.6,37.1,18.7,9.7,3.1,11.2,24.4,33.9,55.3,13.9,8.9,3.9
Aug-14,17:00,62.6,51.5,114.1,35.8,18.6,10.1,3,10.4,25.9,33.9,52.9,13.1,9,3.8
Aug-14,18:00,60.1,52.4,112.6,33.2,19.2,10.4,2.9,10,28.6,36.3,47.9,14,9.6,3.8
Aug-14,19:00,56.1,52.2,108.3,30.7,19.5,10.4,2.8,9.3,31.6,38.4,42.3,14.5,9.6,3.8
Aug-14,20:00,55.4,52.5,107.9,27.2,20.1,11.2,2.8,10.9,33.2,41.1,37,14.8,10.3,4
Aug-14,21:00,53.4,50.5,104,26,20.1,11.6,2.9,10.8,32.9,41.4,34.2,15.1,10.7,3.9
Aug-14,22:00,45.9,46.5,92.4,25.9,19,10.7,2.6,9.7,30.7,39.1,33.9,15,10.8,4
Aug-14,23:00,37.1,41.2,78.3,27.1,17.7,10,2.5,7.8,27.3,34.3,34.1,14.5,10,4
Sep-14,00:00,44.2,47.9,91.9,20.4,33.5,27.3,3.5,19.1,36.5,55.9,24,29.4,27.1,1.7
Sep-14,01:00,35.4,43.4,78.5,20.2,32.6,26.7,3.1,15.2,33,48.4,24.1,29.7,26.7,1.7
Sep-14,02:00,35.4,40.4,75.8,19.5,31.8,25.9,2.8,14.1,29.7,42.6,23.8,28.7,26.1,1.5
Sep-14,03:00,44.9,40.9,85.7,17.6,31.7,25.7,3.1,16.4,29,44,22.4,27.9,26.1,1.6
Sep-14,04:00,67,46.9,113.9,13.9,32.6,26.7,3.4,21.7,31.1,52.2,19.6,28,26,1.8
Sep-14,05:00,116.7,58.9,175.7,9.7,36.1,28.6,4.5,36.3,37,73.1,15.2,29.1,25.8,2.1
Sep-14,06:00,160.8,68.4,229.3,8.4,39.5,28.9,5.5,58.7,43.9,103.6,12.1,30.9,26.6,2.8
Sep-14,07:00,171.2,70.7,241.8,9.5,41.1,28.4,6,63.5,47,110,13.6,32.7,27,3
Sep-14,08:00,164.4,71.2,235.6,12.8,41.1,27.2,6.1,55.4,45.6,98.8,18.3,32.6,27,3.4
Sep-14,09:00,145.8,69.8,215.5,17.5,39.6,25.2,6.7,42.7,42.8,83.1,26.1,30.5,25.5,4.1
Sep-14,10:00,124.1,67.1,191.1,22.1,37.5,23.2,6.7,32.2,40.2,70.6,34,28.3,23.1,4.3
Sep-14,11:00,113.7,66.2,179.9,26.1,35.9,22,6.9,25.4,37.5,61.4,41.4,27.4,21.7,4.5
Sep-14,12:00,105.9,65.6,171.5,29.6,34.3,20.6,6.9,20.3,34.7,53.7,48,26.3,20.6,3.8
Sep-14,13:00,98.1,65.9,163.9,32.9,33.6,20.2,6.9,19.6,34.6,53.4,52.5,25.9,20.2,3.9
Sep-14,14:00,95.6,67.3,162.9,34.8,32.6,20.2,6.9,17.3,34.9,50.4,55.3,25.8,19.9,4
Sep-14,15:00,96.4,70.2,166.5,34.2,32.4,19.5,6.9,17,37,51.3,54.7,25.8,19.8,3.8
Sep-14,16:00,92.5,72,164.4,32.1,33,21.1,7.3,15.8,39.5,52.2,52.1,26.7,20.9,4.4
Sep-14,17:00,91.8,75,166.8,28.3,33.5,21.9,8,14.2,44.1,54.8,45.4,27.1,21.3,4.8
Sep-14,18:00,91.9,78.4,170.2,22.6,35.3,24.3,6.9,17,51.7,65.3,34.3,29,23.1,4.3
Sep-14,19:00,83.4,75.2,158.7,19.6,37.5,27.5,6.3,19.8,53,70.1,28.7,30.8,25.4,3.6
Sep-14,20:00,75.4,69.6,145,18.8,38.3,29,5.7,21.3,50.1,68.9,26.3,31.9,27.6,3.3
Sep-14,21:00,73.7,65.6,139.3,18,37.9,29.5,4.7,21.5,47.2,66,24.9,32.1,28.4,2.7
Sep-14,22:00,67.8,61,128.8,18.8,36.7,28.9,4.2,21.4,43.4,62.9,24.2,31.6,28.3,2.3
Sep-14,23:00,56.8,55.4,112.2,19.5,34.9,27.5,3.7,19.1,39.4,57.2,24.4,30.5,28.1,2.1
Oct-14,00:00,50.4,39,89.3,23,17.7,10.8,2.9,14.7,26.5,39.4,28.1,14.9,11.7,2.7
Oct-14,01:00,40.2,34.9,75.1,24,17,10.5,2.7,12.7,23.4,35.1,29,14.6,11.4,3
Oct-14,02:00,34.3,30.8,65.1,25.2,16.4,10.2,2.6,11.3,21,31,30.2,14.5,11.1,2.9
Oct-14,03:00,37.7,30.6,68.3,24.6,16.3,9.8,2.7,11.8,20.6,30.8,30.1,14.2,10.8,2.9
Oct-14,04:00,57,36.6,93.7,21.5,17.4,10.8,2.8,15.9,23.4,37,28.6,14,10.4,3
Oct-14,05:00,105.4,50.9,156.3,15.9,20.3,12.4,3.9,28.2,31.3,56.1,23.9,14.9,11.1,3.3
Oct-14,06:00,157.6,64.5,222,12.1,24,14,4.4,48.8,40.8,86.6,18.1,16.6,12,3.8
Oct-14,07:00,177.3,69.5,246.8,11.4,25.3,14.7,4.6,57.7,44.9,99.4,16.7,18.2,12.4,3.8
Oct-14,08:00,171.1,68.4,239.5,14.6,25.9,14.5,4.7,50.2,42.7,88.7,21.2,18.6,12.2,3.6
Oct-14,09:00,148.1,63.9,211.9,18.6,25.8,12.8,4.3,36.8,37.7,70,28,17.8,11.7,3.2
Oct-14,10:00,128.3,60.1,188.4,22,25.8,12.9,4,28.2,33.2,57.4,34.1,17.1,11.4,3
Oct-14,11:00,117.3,57.7,175,24.4,24.6,11.8,3.9,22.6,31.1,50.4,38.6,16.9,10.8,3
Oct-14,12:00,114.6,57.9,172.5,25.6,24,11.5,3.8,20.7,30.4,47.9,41.3,16.8,10.7,3
Oct-14,13:00,113.9,59,172.9,26.6,23.9,12.3,3.7,21.1,30.9,48.7,42.4,16.2,10,2.8
Oct-14,14:00,113.7,60.5,174.2,26.3,23.5,12,3.6,20.9,32.2,49.6,41.6,16.6,10.2,2.7
Oct-14,15:00,116.9,62.9,179.8,24.8,23.7,12,3.5,22,34.4,52.7,38.9,17,10.2,2.6
Oct-14,16:00,122.3,67.9,190.3,21.3,24.4,13.2,3.4,23.2,38.5,57.4,33.4,17.2,10.9,2.7
Oct-14,17:00,128.3,72.3,200.6,16.9,24.8,14.4,3.5,24.1,43.5,62.1,26.1,17.9,11.9,2.8
Oct-14,18:00,121.2,71.1,192.3,15.4,25.9,15.2,3.3,25.8,45.6,65.9,22.2,19.3,13.6,2.9
Oct-14,19:00,103.8,64.8,168.6,16.2,25.6,15.5,3.2,23.3,42.8,61.8,22.7,19.7,14.3,2.9
Oct-14,20:00,89.2,58.7,147.9,16.9,24.2,15.3,3.3,22,39.9,58,23.6,19,14.1,3
Oct-14,21:00,82.3,54.5,136.8,18.4,23.1,14.8,3.2,21.3,37,54.6,25,19,13.9,3
Oct-14,22:00,76.7,50.5,127.2,19.8,21.5,13.5,3.3,19.2,33.7,50.3,26.3,17.2,13.4,2.9
Oct-14,23:00,64.8,45.8,110.6,21.1,19.5,12.3,3,16.7,30.2,45.6,27.4,16.4,12.3,2.9
Nov-14,00:00,106.3,51.4,157.8,15,27.2,20.6,2.9,53.7,36.9,91.5,16.2,22.6,18.7,5
Nov-14,01:00,85.4,47.1,132.5,16,25.5,19.7,2.9,48.1,33.9,80.3,17.7,22.2,18.6,4.9
Nov-14,02:00,72.5,42,114.5,16.6,24.1,18.8,2.3,43.1,31.4,73.7,17.7,21,18.1,3.8
Nov-14,03:00,67.5,39.8,107.3,16.9,22.8,17.7,2.3,40,30,69.3,18,20.3,17.4,4.1
Nov-14,04:00,73.5,40.6,114.1,16,22.2,17.1,2.4,40.5,30.2,70.4,17.7,18.8,16.7,4
Nov-14,05:00,99,47.4,146.4,13.2,23.1,17.5,3,46,33.2,79.2,16.1,18.6,16.5,4.2
Nov-14,06:00,155.8,61.4,217.2,10.2,26.1,18.8,4.1,65.8,39.9,106.2,13.5,19.3,16.5,4.6
Nov-14,07:00,205.5,71.1,276.5,9,28.7,20.6,4.5,92.2,46.5,138.9,11.8,20.8,17.5,5
Nov-14,08:00,224.1,74,298.2,9.8,30.7,21.3,4.9,104.5,49.5,153.9,12.2,23.9,18,5.3
Nov-14,09:00,216.1,73.9,290,11.3,31.9,21,5,92.4,48.1,139.4,14.2,23.3,18.1,5.1
Nov-14,10:00,194.5,71.4,265.8,13.2,32,20.4,4.3,74.5,45.1,117.6,17,22.3,17.6,5.1
Nov-14,11:00,177,69.5,246.4,15.2,31.1,18.8,4,61.5,42.8,102.8,20.3,21.9,16.5,4.9
Nov-14,12:00,163.9,68.8,232.7,16.4,30.9,18.2,3.7,52.3,41.6,92.9,22.8,21,16.3,3.9
Nov-14,13:00,159.4,69.4,228.8,17.2,30.4,17.6,3.7,46.9,40.5,86.1,24.3,20.2,15.8,3.7
Nov-14,14:00,160.2,70.7,230.9,16.9,30,16.9,3.5,46.6,42,87.4,23.9,20.4,15.1,3.7
Nov-14,15:00,168.4,75.2,243.5,14.1,30.6,18.4,3.6,54,46.5,99.6,20.2,21.3,15.8,3.6
Nov-14,16:00,183.7,81.1,264.8,10.7,31.7,19.8,3.9,67,52.6,118.9,14.3,23,17.1,4
Nov-14,17:00,188.6,82.9,271.5,8.8,32.4,21.4,4,74.1,55.3,128.6,11.6,23.5,18.1,4.3
Nov-14,18:00,185.2,81.7,266.8,8.6,32.7,22.8,3.7,75.9,55.4,130.7,10.7,24,19.7,4.5
Nov-14,19:00,174.4,78.1,252.4,8.6,34,24.4,3.8,78,54.5,132,10.4,25.5,21.2,4.5
Nov-14,20:00,153,71,223.9,9.4,34.3,25.9,3.8,76.5,51.6,127.7,11.2,26.8,22.4,4.5
Nov-14,21:00,139.2,65.3,204.5,10.5,33.2,25.2,3.6,70.4,48,118.1,12.1,26.2,22.4,4.5
Nov-14,22:00,130.2,61.3,191.5,11.1,31.4,23.5,3.4,66.7,44.8,110.6,12.8,25.2,21.1,4.4
Nov-14,23:00,120.2,57.2,177.4,12.7,29.1,22,3,57.9,40.8,97.8,13.6,23.2,19.8,4.3
Dec-14,00:00,74.5,46.1,120.6,26.9,19.3,13,2.5,29.2,31.5,61.9,31.1,14.6,12.6,3.7
Dec-14,01:00,53.1,39.3,92.5,30,17.6,11.7,2.3,22.2,26.5,47.8,34.7,13.6,12.1,4
Dec-14,02:00,38.3,32.4,70.7,31.5,16.1,10.9,1.9,18,23.4,40.9,36.2,12.7,11.3,3.4
Dec-14,03:00,35.6,30.1,65.7,32.7,15.3,9.9,1.8,15.3,21.8,36.7,37.3,12.3,10.7,3.3
Dec-14,04:00,39.7,31.3,71,32.2,15,9.9,1.9,16.2,22.1,38,37.2,11.7,10.6,3.3
Dec-14,05:00,58.5,38.1,96.7,28.6,15.6,10.1,2.3,21.7,25.4,46.8,34.8,11.7,10.3,3.3
Dec-14,06:00,100,52.9,152.8,23.4,18,11.3,3.4,33.1,33.1,66.4,29.8,12.3,10.8,3.6
Dec-14,07:00,140.1,65.2,205.3,19,19.7,12.7,3.7,47.6,40.8,88.5,24.3,13.1,11.1,4
Dec-14,08:00,159.8,70.3,230.1,17.3,21.5,13.3,4.4,61.8,45.7,107.3,22,14.3,11.7,4.3
Dec-14,09:00,164.5,71.4,235.9,18,22.8,13.5,4.5,60.2,44.9,104.2,23.9,15,11.9,4.3
Dec-14,10:00,154.8,70.8,225.6,19.8,24,13.3,4.3,48.6,41.8,88.6,27.3,14.8,11.9,4.2
Dec-14,11:00,144.9,69.5,214.4,21.5,25.6,13.4,4,39,38.8,75.5,31.1,15.2,11.6,4.2
Dec-14,12:00,131,67.3,198.3,23,26.7,12.8,3.8,32.2,36.7,66.9,34.2,15.3,10.8,4.1
Dec-14,13:00,122.5,66.2,188.7,23.8,26.5,12.1,3.5,27.7,36.4,62.2,34.8,15.4,10.3,4.1
Dec-14,14:00,123.4,67.4,190.9,22,26.1,12.3,3.4,27.1,38.5,63.8,32.1,14.8,10.4,3.8
Dec-14,15:00,135.7,73.4,209,18.7,26.1,13.2,3.6,30.7,43.6,72.9,27.4,15.6,11.3,3.8
Dec-14,16:00,146.4,78.5,224.8,16.8,26.9,14.4,3.6,39.3,49.1,87.2,23.1,16.5,12.1,4
Dec-14,17:00,146.4,78.6,225,16.3,27.2,15.4,3.7,46.1,50.8,96.2,22.1,17.1,12.9,4.3
Dec-14,18:00,146.9,76.6,223.5,16.9,27.1,16,3.5,48.6,49.7,97.9,22.9,17.5,13.8,4.4
Dec-14,19:00,134.5,72.8,207.3,17.5,27,16.5,3.5,48.1,48.2,95.9,23,17.8,14.4,4.3
Dec-14,20:00,114.7,65.7,180.4,19.5,25.8,16.1,3.1,44,45.1,88.7,24.6,18,14.5,4.1
Dec-14,21:00,101.1,60.2,161.3,21.2,24.3,16.1,3.1,40.7,41.9,82.2,26.4,17,14.6,4.3
Dec-14,22:00,96.9,56.7,153.5,23,23.1,15.5,2.8,37.1,38.4,74.9,28.3,16.7,14.1,4.1
Dec-14,23:00,86.6,51.9,138.5,24.8,21.5,14.2,2.5,33.9,34.3,67.5,30.5,15.6,13.5,4.1
Jan-15,00:00,70.4,47.5,117.9,29.8,20.5,13.3,3.7,25.9,30.9,56.8,37,15.3,13.3,2.9
Jan-15,01:00,54.9,43.3,98.3,32.4,18.6,12.1,3.4,22.3,27.3,47.9,39.7,14.4,12.6,3
Jan-15,02:00,43.5,35.8,79.2,34.3,17.3,11.3,3.1,21,24.4,44.1,41.6,13.5,12.3,3.2
Jan-15,03:00,42.3,34,76.3,35,16.5,10.4,2.8,21.6,22.9,43,42.7,13.1,11.4,3.1
Jan-15,04:00,50.1,36.3,86.5,33.8,16.2,10.2,3.1,22.6,23.4,44.2,42.9,12.3,10.6,3.1
Jan-15,05:00,71.6,44.1,115.7,29.9,17.1,10.6,3.6,26.8,26.9,51,40.5,12.4,10.7,3.3
Jan-15,06:00,122.5,61.4,183.8,22.7,19.6,11.6,4.6,39.1,36,70.9,34.7,12.9,11,3.8
Jan-15,07:00,168.1,74.8,242.9,18.7,21.4,12.9,5.1,60.9,46,103.6,28,14.1,11.5,4.2
Jan-15,08:00,193,82,275,16.4,23.5,14.2,5.6,71.3,51.5,119.4,24,15.4,12.5,4.4
Jan-15,09:00,193.7,82,275.7,17.1,26.4,15,6.3,71.5,51,119,24.9,17.4,13.4,4.6
Jan-15,10:00,164.6,75.7,240.2,19.9,27.5,14.8,5.7,57.2,45.1,97.9,30,17.3,13.7,4.1
Jan-15,11:00,142.5,70.2,212.7,22.2,30,14.3,5.1,38.6,39.5,74.1,34.4,17.5,13,3.8
Jan-15,12:00,126.6,67.4,193.9,23.3,31.1,14.1,4.8,30.3,37.3,63.7,36.7,17,12.4,3.8
Jan-15,13:00,115.6,65.6,181.2,24.5,30.4,13.3,4.3,25,35.4,57.5,39.1,16.4,11.5,3.6
Jan-15,14:00,110.5,65.7,176.3,24.6,29.2,13,4.6,24.8,35.6,57.3,39.5,16,11.5,3.4
Jan-15,15:00,115.5,70,185.5,22.4,28.7,13.4,4.6,23.7,39.3,59.4,36,16.5,11.9,3.4
Jan-15,16:00,120.8,74.8,195.6,18.8,28.1,14.1,4.1,25.7,44.8,66.3,30.6,17,11.9,3.4
Jan-15,17:00,129.2,79.4,208.6,16.9,27.9,14.6,4.3,29.3,49.2,74.9,26.4,17.2,12.6,3.6
Jan-15,18:00,131.3,80.2,211.5,16,28,15.6,4.2,31.5,50.7,79.2,24.3,17.8,13.9,3.8
Jan-15,19:00,117.4,75,192.5,17.9,27.8,16.3,4,31.2,48.9,77.1,25.9,17.9,14.3,3.8
Jan-15,20:00,95,66.7,161.6,20.7,26.8,15.8,3.9,29,44.7,70.9,29.5,17.5,14.2,3.7
Jan-15,21:00,88.3,61.5,149.8,22.8,25,15.4,3.9,29.4,41.5,68.4,31.5,17.2,14.4,3.6
Jan-15,22:00,88.2,58.6,146.8,24.3,23.8,14.7,3.7,31.1,39.1,68.2,32.8,16.7,14.2,3.6
Jan-15,23:00,79.1,53.4,132.5,26.6,21.9,13.7,3.8,27.8,34.4,61.2,35.3,15.3,12.8,3.5
Feb-15,00:00,65.4,51.1,116.5,24.5,24.2,16,5.5,24.8,36.5,65.7,30.8,17.8,16.2,6.8
Feb-15,01:00,47.6,45.8,93.4,27,22.3,15.5,5.3,19.8,33.3,51.7,32.4,17.5,16.2,6.2
Feb-15,02:00,38.5,40.7,79.3,28.6,20.7,15.1,4.8,17.2,29.4,45.7,33.3,17,15.8,5
Feb-15,03:00,35.8,37.9,73.7,29.6,20.4,15,4.7,15.1,26.8,41.4,34.5,16.8,15.6,5.2
Feb-15,04:00,40.8,39.3,80.1,28.1,20.4,14.9,4.8,14.8,26.4,40.7,34.3,16.5,15.3,5.3
Feb-15,05:00,61.7,47.2,109,23.3,21.4,15,5.3,18.6,30.4,47.6,31.5,16.1,14.7,5.3
Feb-15,06:00,119.6,65.3,184.9,16,24.1,15.9,6.4,28.9,39.8,65.9,25.2,16,14.1,5.7
Feb-15,07:00,168.8,78.6,247.4,12.8,26.5,17,6.8,53.3,51.2,103,19.3,17.2,14.5,6.3
Feb-15,08:00,176.7,79.8,256.6,13.6,28.2,17.2,7.1,54.9,52.4,104.9,19.8,18.5,15.1,6.3
Feb-15,09:00,167.4,75.6,242.9,17.8,30.3,16.3,7,45.1,46.6,88.5,25.6,18.6,14.6,6.3
Feb-15,10:00,139.6,69,208.6,22.8,32.4,15.2,6.2,34,40.3,70.8,32.9,17.8,13.2,6.1
Feb-15,11:00,127.4,65.6,193.1,25.6,33.9,14.4,6.1,26.1,35.8,58.7,37.9,18,12.6,5.7
Feb-15,12:00,122.6,65,187.6,26.2,34.6,14.3,6.1,23.5,34.3,55,40.4,17.5,12.3,5.8
Feb-15,13:00,119.7,65.6,185.2,26.5,33.3,13.9,6.1,22.5,33.5,52.9,41.6,17.5,11.8,5.7
Feb-15,14:00,119.4,66.7,186.1,25.7,32.7,14,6.2,27.7,35.3,60.8,41.2,17.9,11.9,5.6
Feb-15,15:00,121.4,70.2,191.5,24.6,32.3,14.2,6.3,24.1,37.6,58.5,39.8,17.9,11.6,5.4
Feb-15,16:00,124.7,74.6,199.2,22.5,30.8,14.6,6.2,23.7,41.4,61.7,36.3,17.3,12,5.6
Feb-15,17:00,130.5,79.6,210.1,20,30.7,15.2,6.3,28.5,48.4,74.6,29.8,18.2,13,5.7
Feb-15,18:00,145.1,83.2,228.3,17.5,31.5,16.7,6.4,35.1,52.9,86.1,25.8,19.3,14.3,6.2
Feb-15,19:00,134.4,80.5,214.9,18.1,31.7,17.8,6.2,40.4,53.2,92.3,25.1,20,15.5,6.3
Feb-15,20:00,116.5,75.2,191.7,18.9,30.8,18.3,6.3,40.8,51.6,91.1,25.1,20.2,16.1,6.3
Feb-15,21:00,104.8,70,174.8,19.5,29.1,18,5.9,38.1,48.9,85.1,25.3,19.8,16.5,6.3
Feb-15,22:00,100,66.2,166.3,20.3,27.7,17.5,5.8,35.5,45.7,79.4,25.7,19.1,16.7,6.1
Feb-15,23:00,83.8,60,143.8,22,26,17,5.6,29.9,40.9,69.9,27.8,18.3,16.4,6.2
Mar-15,00:00,43.1,45,88,30.4,27.1,19,2.2,11.5,32.1,41.4,40.4,21.7,18.9,6.1
Mar-15,01:00,29.7,39.4,69.2,33.3,26.2,18.6,1.9,9.3,28.8,36.1,43.3,21.6,18.5,5.7
Mar-15,02:00,22.5,33.6,56.1,34.6,24.7,18,1.5,7.1,24.9,30.6,44.3,21.1,17.7,5.1
Mar-15,03:00,23.4,32.4,55.8,34.9,23.7,17.3,1.4,7.1,23.5,29.3,44.7,20.3,17.1,5.1
Mar-15,04:00,32.7,35.6,68.4,32.1,23.6,16.9,1.8,9.6,24.8,32.5,43.1,19.8,16.7,5.4
Mar-15,05:00,56.8,45.2,101.9,26.9,25.4,17.7,2.5,15.3,30,43.3,39,20.2,17,5.8
Mar-15,06:00,107.7,61.1,168.9,21.1,29.1,19.1,3.8,29.8,39.2,67.1,32.7,21.1,17.8,6.2
Mar-15,07:00,139,69.9,208.8,19,32,20.1,3.9,47.6,46,91.3,29.7,22.8,18.5,6.7
Mar-15,08:00,132.9,67,199.9,22,35,20.3,4,40.3,43.2,81.5,34,24.7,18.6,6.6
Mar-15,09:00,121.5,61.3,182.8,26.5,36.6,20.2,3.8,31,37.5,66,41.4,25.2,19,6.4
Mar-15,10:00,106.3,57.2,163.5,30.5,35.5,19.6,3.4,24.5,32.6,54.7,48,24.6,18.3,6.1
Mar-15,11:00,100.3,56.2,156.5,32,35.5,19.1,3.5,21.3,30.5,49.4,51.9,24.3,17.9,6.1
Mar-15,12:00,96,56.4,152.4,33.1,34.9,18.7,3.4,18.7,29.3,45.6,54.9,23.7,17.4,5.9
Mar-15,13:00,92.5,56.6,149.1,34.6,35.3,18.4,2.9,18,29,44.4,56.3,23.4,16.9,5.9
Mar-15,14:00,92.5,57.9,150.3,35.3,34.9,18.1,2.7,18.8,29.8,46.5,57,23.7,16.4,5.8
Mar-15,15:00,93.7,60.1,153.7,34.3,33.2,18.5,2.8,17.9,32,46.5,55.4,23.4,16.5,5.7
Mar-15,16:00,92,62.3,154.2,33.1,32.6,18.6,2.8,17,34.4,47.4,53.2,23,16.4,5.6
Mar-15,17:00,96.8,67.8,164.5,29.7,32.2,19.7,2.8,17.5,39.8,53.4,47.1,23,17.4,5.6
Mar-15,18:00,104,72.5,176.5,25.1,32.4,21.3,2.7,19.2,46.4,61.5,39.2,23.9,19.3,6.1
Mar-15,19:00,93,70.1,163.1,24,33.3,22.4,2.7,21.8,47.2,65.5,36.4,24.6,20.3,5.9
Mar-15,20:00,78.1,63.7,141.8,25.2,32.3,23,2.7,21.2,44.2,62.9,37,24.8,21.2,5.9
Mar-15,21:00,72.3,59.5,131.8,25.7,32.1,22.7,2.6,20.2,41.9,59.3,37,24.6,21.5,5.7
Mar-15,22:00,69.2,57.4,126.6,25.8,31,21.8,2.6,17.7,39.6,54.6,37,23.9,20.7,5.7
Mar-15,23:00,54.3,51.1,105.4,27.4,29.3,20.1,2.3,13.3,35,46.1,38.7,22.4,19.5,5.5
Apr-15,00:00,33.1,41.1,74.2,34.7,20.4,15.1,0.2,9.2,30.3,38.5,41,16.8,14.2,5.1
Apr-15,01:00,27.8,37.1,64.9,35.4,19.5,14.4,0.3,8.6,27.5,34.4,42.5,16.3,13.9,4.9
Apr-15,02:00,26.2,34.7,61,34.8,19.3,14.2,-0.1,8.2,25.1,31.7,42.7,15.6,13.6,3.7
Apr-15,03:00,33.6,37,70.6,32.6,19.5,14.3,0,10,26.1,35,41,15.9,13.6,4.1
Apr-15,04:00,55,45.5,100.5,26.9,21.8,15.5,0.4,16.2,30.8,45.4,36.2,16.6,14.2,4.3
Apr-15,05:00,108.4,62,170.5,20.8,26.8,17.9,1.3,31,39.3,68.8,30.7,18.4,14.9,4.7
Apr-15,06:00,140.3,70.2,210.5,20,28.8,19.2,2.3,43.8,45.4,88.4,28.9,20.5,15.9,4.8
Apr-15,07:00,137,68.3,205.3,23.3,30.4,19.2,2.7,40.5,44.5,83,32.7,22.3,16.3,4.9
Apr-15,08:00,127.5,64.7,192.2,28,31.3,18.8,2.8,33.3,39.8,71.4,39.7,23.2,16.2,5
Apr-15,09:00,112,60.8,172.8,32.5,29.9,17.9,2.5,27.7,34.6,60.6,46.3,21.5,15.7,5
Apr-15,10:00,101.5,58.3,159.8,34.8,28.9,16.7,2.1,22.7,31.2,52.2,51.9,20.4,14.6,4.8
Apr-15,11:00,93.6,56.9,150.6,37.8,28.4,15.3,1.9,18,28.9,45.5,57,19.9,13.4,4.7
Apr-15,12:00,89,56.5,145.5,40.9,27.2,15.2,1.6,15,27.4,41.3,60.6,19.6,12.9,4.5
Apr-15,13:00,87.1,57.1,144.1,41.6,27.1,15.7,1.5,14.1,27.2,39.9,62.3,19.4,12.8,4.4
Apr-15,14:00,87.5,58.6,146.2,42.8,27.3,15,1.6,13.5,27.8,39.6,63.9,19.6,12.1,4.2
Apr-15,15:00,85.2,60.3,145.5,42.9,26,14.3,1.6,12.8,29.2,39.9,63.6,19.2,12,4
Apr-15,16:00,84.4,62.6,147,42,26.1,14.4,1.6,12,30.5,40.5,62.3,19.2,12.5,4
Apr-15,17:00,84,63.9,147.9,40.4,25.9,15,1.5,11.4,33.7,42.3,59.3,19.4,12.6,4
Apr-15,18:00,74.3,64.9,139.2,36.8,25.5,15.5,0.8,10.8,37.7,45.6,53.2,19.1,12.8,4
Apr-15,19:00,65.7,63.9,129.6,32.3,25.5,15.8,0.6,10.2,41.3,48.8,46,19.6,13.4,3.9
Apr-15,20:00,58.7,61.4,120.1,29.6,26.4,17.2,0.7,10.4,42.1,50,41.4,20.8,15,3.9
Apr-15,21:00,56.5,57.7,114.2,29.7,25.2,17.3,0.7,11.4,40.8,49.6,39.3,19.5,15.5,4
Apr-15,22:00,52.6,54.5,107.2,30.3,23.7,17,0.3,10.5,37.9,46.3,39.6,18.6,15.8,3.9
Apr-15,23:00,45.7,49.8,95.6,31.9,22.1,16.1,0.2,10.9,34.9,44.3,40.4,17.7,15.1,4
May-15,00:00,27.1,36.4,63.5,42.1,17.3,9.8,2.2,4.2,23.3,28.1,47.9,13.6,9.3,4
May-15,01:00,20.5,31.4,51.9,43,16,9.2,2,3.2,21.2,23.7,48.5,13.1,8.9,3.6
May-15,02:00,19.5,29,48.5,41.9,15.6,8.8,2.1,2.8,18.8,20.7,48.3,12.6,8.7,2
May-15,03:00,23.6,30.4,54,40.1,15.4,8.6,2,3.8,18.7,21,47.1,12.3,8.5,2.4
May-15,04:00,41.4,38.5,79.9,34.1,17.2,9.2,2.2,6.7,22.1,26.2,43.2,13,8.2,2.5
